일자,ticker,pred_label,ESG_Label
20160127,111770,-1,Environmental
20160224,111770,-1,Governance
20160224,111770,0,Governance
20160225,111770,-1,Governance
20160303,111770,0,Governance
20160427,111770,0,Environmental
20160511,111770,-1,Governance
20160511,111770,-1,Governance
20160519,111770,1,Social
20160805,111770,-1,Social
20160923,111770,-1,Environmental
20161005,111770,-1,Governance
20161104,111770,0,Governance
20161104,111770,0,Governance
20161104,111770,0,Governance
20161105,111770,0,Governance
20161107,111770,-1,Governance
20161107,111770,0,Environmental
20161115,111770,0,Governance
20161228,111770,0,Governance
20170110,111770,-1,Governance
20170116,111770,-1,Social
20170120,111770,0,Governance
20170126,111770,0,Governance
20170206,111770,-1,Social
20170227,111770,0,Environmental
20170227,111770,1,Governance
20170227,111770,-1,Environmental
20170227,111770,0,Environmental
20170227,111770,1,Environmental
20170516,111770,0,Social
20180223,111770,0,Governance
20180223,111770,-1,Governance
20180224,111770,-1,Governance
20180302,111770,0,Environmental
20180316,111770,1,Governance
20180328,111770,0,Governance
20180513,111770,1,Social
20180605,111770,0,Governance
20190125,111770,0,Social
20190306,111770,0,Governance
20190514,111770,1,Governance
20190708,111770,-1,Governance
20190708,111770,-1,Governance
20190708,111770,0,Governance
20190708,111770,0,Governance
20190709,111770,0,Governance
20191115,111770,1,Social
20200109,111770,1,Social
20200225,111770,1,Social
20200226,111770,0,Governance
20200226,111770,0,Governance
20200227,111770,0,Governance
20200309,111770,1,Social
20200323,111770,0,Social
20200427,111770,1,Social
20201029,111770,0,Social
20210316,111770,0,Governance
20210414,111770,0,Governance
20210428,111770,1,Social
20210511,111770,0,Environmental
20210512,111770,1,Governance
20210903,111770,-1,Environmental
20210909,111770,0,Environmental
20210928,111770,-1,Social
20211019,111770,1,Environmental
20211209,111770,1,Governance
20220221,111770,0,Environmental
20220311,111770,1,Governance
20220315,111770,1,Social
20220330,111770,0,Environmental
20220331,111770,0,Social
20220401,111770,1,Environmental
20220511,111770,0,Governance
20220512,111770,0,Governance
20220524,111770,1,Governance
20220708,111770,1,Environmental
20220817,111770,1,Environmental
20220817,111770,1,Governance
20220826,111770,0,Environmental
20220917,111770,1,Environmental
20221101,111770,1,Environmental
20221122,111770,1,Social
20221220,111770,1,Governance
20221226,111770,0,Social
20230308,111770,1,Governance
20230308,111770,0,Governance
20230308,111770,1,Governance
20230309,111770,1,Governance
20230309,111770,1,Governance
20230309,111770,0,Social
20230309,111770,1,Social
20230807,111770,1,Environmental
20231019,111770,0,Social
20231031,111770,-1,Environmental
20240103,111770,1,Social
20240228,111770,-1,Governance
20240322,111770,-1,Governance
20240509,111770,0,Social
20240517,111770,-1,Social
20240611,111770,1,Governance
20240611,111770,1,Governance
20240717,111770,-1,Governance
20241014,111770,1,Governance
