일자,ticker,pred_label,ESG_Label
20160115,000140,0,Governance
20160115,000140,0,Governance
20160115,000140,-1,Governance
20160204,000140,-1,Governance
20160208,000140,1,Governance
20160309,000140,0,Governance
20160309,000140,0,Governance
20160309,000140,0,Governance
20160309,000140,0,Governance
20160309,000140,0,Governance
20160309,000140,0,Governance
20160309,000140,0,Governance
20160309,000140,0,Governance
20160309,000140,0,Governance
20160310,000140,-1,Governance
20160310,000140,0,Governance
20160311,000140,-1,Governance
20160311,000140,0,Social
20160311,000140,1,Governance
20160311,000140,0,Governance
20160311,000140,0,Governance
20160312,000140,-1,Governance
20160314,000140,1,Governance
20160320,000140,0,Governance
20160325,000140,0,Governance
20160401,000140,-1,Governance
20160401,000140,-1,Governance
20160401,000140,-1,Governance
20160401,000140,-1,Governance
20160406,000140,0,Governance
20160407,000140,-1,Governance
20160411,000140,1,Governance
20160414,000140,0,Environmental
20160414,000140,0,Environmental
20160414,000140,0,Environmental
20160421,000140,-1,Governance
20160425,000140,0,Social
20160524,000140,0,Social
20160524,000140,-1,Governance
20160524,000140,-1,Governance
20160524,000140,1,Environmental
20160524,000140,-1,Governance
20160524,000140,-1,Governance
20160626,000140,0,Governance
20160626,000140,0,Governance
20160626,000140,-1,Governance
20160829,000140,-1,Environmental
20160907,000140,1,Governance
20161017,000140,-1,Environmental
20161019,000140,0,Governance
20161019,000140,0,Governance
20161205,000140,-1,Governance
20161223,000140,0,Social
20161226,000140,0,Environmental
20170202,000140,0,Social
20170209,000140,1,Governance
20170302,000140,0,Governance
20170302,000140,0,Governance
20170302,000140,0,Environmental
20170302,000140,0,Governance
20170302,000140,1,Governance
20170312,000140,0,Governance
20170313,000140,1,Governance
20170317,000140,0,Governance
20170317,000140,0,Governance
20170327,000140,1,Governance
20170327,000140,-1,Governance
20170328,000140,-1,Governance
20170328,000140,1,Governance
20170328,000140,-1,Governance
20170328,000140,-1,Governance
20170706,000140,0,Governance
20170807,000140,0,Governance
20170906,000140,1,Environmental
20170914,000140,0,Environmental
20171018,000140,-1,Social
20171205,000140,0,Social
20171205,000140,0,Social
20171205,000140,0,Social
20171206,000140,-1,Governance
20171220,000140,1,Governance
20180115,000140,-1,Governance
20180129,000140,-1,Social
20180207,000140,-1,Governance
20180208,000140,-1,Governance
20180301,000140,0,Governance
20180308,000140,0,Governance
20180308,000140,0,Governance
20180308,000140,0,Governance
20180308,000140,0,Governance
20180308,000140,0,Governance
20180316,000140,1,Governance
20180316,000140,0,Governance
20180514,000140,-1,Governance
20180703,000140,0,Governance
20180703,000140,0,Governance
20180703,000140,0,Governance
20180703,000140,0,Governance
20180703,000140,0,Governance
