일자,ticker,pred_label,ESG_Label
20160103,042660,-1,Governance
20160104,042660,0,Governance
20160105,042660,1,Social
20160106,042660,-1,Governance
20160106,042660,-1,Governance
20160106,042660,-1,Governance
20160107,042660,1,Social
20160108,042660,1,Governance
20160108,042660,1,Governance
20160108,042660,0,Governance
20160108,042660,1,Governance
20160109,042660,0,Social
20160109,042660,0,Social
20160109,042660,0,Social
20160109,042660,0,Social
20160110,042660,0,Social
20160110,042660,0,Social
20160110,042660,0,Social
20160110,042660,0,Social
20160110,042660,0,Social
20160111,042660,1,Governance
20160111,042660,-1,Governance
20160113,042660,-1,Governance
20160113,042660,0,Governance
20160113,042660,0,Governance
20160113,042660,-1,Governance
20160113,042660,-1,Governance
20160113,042660,1,Governance
20160114,042660,0,Governance
20160114,042660,0,Governance
20160114,042660,0,Social
20160122,042660,0,Governance
20160123,042660,0,Governance
20160125,042660,1,Environmental
20160202,042660,1,Environmental
20160205,042660,-1,Governance
20160218,042660,0,Social
20160218,042660,-1,Governance
20160218,042660,-1,Governance
20160218,042660,0,Social
20160223,042660,1,Environmental
20160307,042660,0,Environmental
20160307,042660,-1,Governance
20160307,042660,-1,Governance
20160307,042660,-1,Governance
20160307,042660,-1,Governance
20160307,042660,-1,Social
20160307,042660,-1,Governance
20160307,042660,-1,Governance
20160307,042660,-1,Governance
20160307,042660,-1,Governance
20160307,042660,-1,Governance
20160308,042660,-1,Governance
20160308,042660,-1,Governance
20160308,042660,-1,Governance
20160308,042660,-1,Governance
20160308,042660,1,Social
20160308,042660,-1,Governance
20160308,042660,-1,Governance
20160308,042660,-1,Governance
20160308,042660,-1,Governance
20160308,042660,-1,Social
20160308,042660,-1,Social
20160308,042660,-1,Social
20160308,042660,-1,Governance
20160309,042660,0,Social
20160310,042660,1,Social
20160311,042660,1,Governance
20160311,042660,1,Governance
20160311,042660,1,Governance
20160311,042660,1,Governance
20160311,042660,0,Governance
20160311,042660,0,Governance
20160311,042660,1,Governance
20160314,042660,0,Governance
