일자,ticker,pred_label,ESG_Label
20160104,001040,0,Environmental
20160111,001040,1,Social
20160125,001040,1,Governance
20160125,001040,-1,Governance
20160127,001040,1,Social
20160131,001040,0,Governance
20160202,001040,1,Social
20160203,001040,0,Governance
20160203,001040,0,Governance
20160203,001040,0,Governance
20160204,001040,0,Social
20160204,001040,0,Governance
20160204,001040,0,Governance
20160216,001040,-1,Environmental
20160216,001040,0,Social
20160226,001040,1,Governance
20160226,001040,1,Governance
20160226,001040,1,Governance
20160302,001040,-1,Governance
20160302,001040,1,Social
20160304,001040,0,Governance
20160308,001040,-1,Governance
20160309,001040,0,Social
20160310,001040,1,Social
20160314,001040,0,Social
20160318,001040,-1,Governance
20160318,001040,-1,Governance
20160323,001040,0,Social
20160416,001040,-1,Governance
20160505,001040,-1,Governance
20160510,001040,1,Governance
20160510,001040,0,Governance
20160510,001040,0,Governance
20160511,001040,0,Social
20160512,001040,0,Social
20160515,001040,-1,Governance
20160515,001040,0,Governance
20160520,001040,0,Social
20160529,001040,-1,Governance
20160603,001040,0,Social
20160607,001040,0,Social
20160613,001040,0,Governance
20160629,001040,-1,Governance
20160629,001040,0,Governance
20160712,001040,0,Governance
20160718,001040,0,Governance
20160718,001040,0,Governance
20160719,001040,-1,Governance
20160727,001040,0,Governance
20160728,001040,0,Governance
20160728,001040,0,Governance
20160728,001040,0,Governance
20160728,001040,0,Governance
20160801,001040,0,Social
20160801,001040,0,Governance
20160803,001040,0,Governance
20160807,001040,0,Social
20160808,001040,0,Governance
20160811,001040,0,Governance
20160811,001040,-1,Governance
20160812,001040,0,Governance
20160812,001040,0,Social
20160816,001040,0,Governance
20160818,001040,1,Governance
20160906,001040,0,Social
20160906,001040,0,Social
20160907,001040,-1,Governance
20160920,001040,-1,Governance
20160920,001040,0,Governance
20160921,001040,0,Governance
20160921,001040,-1,Governance
20160921,001040,-1,Governance
20160922,001040,0,Governance
20160927,001040,-1,Governance
20161004,001040,-1,Governance
20161006,001040,1,Governance
20161017,001040,0,Governance
20161102,001040,0,Governance
20161102,001040,-1,Governance
20161103,001040,-1,Social
20161103,001040,-1,Governance
20161108,001040,-1,Governance
20161108,001040,-1,Governance
20161112,001040,0,Social
20161114,001040,0,Governance
20161115,001040,1,Social
20161122,001040,0,Social
20161125,001040,-1,Governance
20161129,001040,0,Social
20161201,001040,0,Social
20161201,001040,1,Environmental
20161226,001040,1,Governance
20161229,001040,-1,Governance
20161230,001040,0,Social
20170102,001040,-1,Environmental
20170118,001040,-1,Social
20170204,001040,0,Governance
20170209,001040,0,Governance
20170223,001040,0,Governance
20170225,001040,0,Social
20170306,001040,-1,Governance
20170306,001040,0,Governance
20170308,001040,0,Social
20170308,001040,0,Governance
20170308,001040,0,Social
20170308,001040,0,Social
20170308,001040,0,Governance
20170309,001040,0,Governance
20170323,001040,1,Governance
20170331,001040,0,Governance
20170405,001040,-1,Governance
20170405,001040,0,Governance
20170405,001040,0,Governance
20170405,001040,-1,Governance
20170405,001040,0,Governance
20170411,001040,1,Governance
20170411,001040,0,Social
20170412,001040,1,Governance
20170420,001040,0,Governance
20170420,001040,-1,Governance
20170424,001040,0,Social
20170515,001040,0,Environmental
