일자,ticker,pred_label,ESG_Label
20210310,352820,0,Governance
20210310,352820,0,Governance
20210311,352820,0,Governance
20210311,352820,0,Governance
20210311,352820,0,Governance
20210311,352820,0,Governance
20210311,352820,0,Governance
20210311,352820,0,Governance
20210311,352820,0,Environmental
20210311,352820,0,Governance
20210311,352820,0,Governance
20210319,352820,0,Environmental
20210319,352820,0,Environmental
20210322,352820,0,Environmental
20210322,352820,0,Environmental
20210322,352820,0,Environmental
20210401,352820,-1,Governance
20210401,352820,-1,Governance
20210401,352820,-1,Governance
20210401,352820,-1,Environmental
20210401,352820,-1,Environmental
20210401,352820,-1,Environmental
20210401,352820,-1,Governance
20210402,352820,0,Environmental
20210402,352820,0,Governance
20210402,352820,1,Governance
20210402,352820,0,Governance
20210402,352820,0,Governance
20210402,352820,0,Environmental
20210402,352820,0,Environmental
20210402,352820,0,Governance
20210402,352820,-1,Environmental
20210402,352820,0,Environmental
20210402,352820,0,Environmental
20210402,352820,0,Environmental
20210402,352820,1,Governance
20210402,352820,0,Governance
20210402,352820,0,Environmental
20210402,352820,0,Environmental
20210402,352820,0,Environmental
20210402,352820,0,Governance
20210402,352820,0,Environmental
20210402,352820,0,Environmental
20210402,352820,0,Governance
20210402,352820,0,Environmental
20210402,352820,0,Environmental
20210403,352820,0,Environmental
20210403,352820,1,Environmental
20210403,352820,1,Environmental
20210403,352820,0,Environmental
20210404,352820,0,Environmental
20210404,352820,0,Environmental
20210405,352820,1,Governance
20210405,352820,0,Environmental
20210405,352820,0,Environmental
20210405,352820,0,Environmental
20210405,352820,1,Environmental
20210406,352820,0,Environmental
20210406,352820,1,Governance
20210406,352820,0,Environmental
20210413,352820,-1,Environmental
20210413,352820,0,Environmental
20210414,352820,-1,Governance
20210414,352820,-1,Governance
20210414,352820,-1,Governance
20210415,352820,0,Governance
20210415,352820,-1,Governance
20210415,352820,0,Governance
20210415,352820,0,Governance
20210415,352820,0,Governance
20210415,352820,-1,Governance
20210422,352820,0,Social
20210422,352820,0,Social
20210422,352820,-1,Environmental
20210422,352820,1,Environmental
20210422,352820,1,Environmental
20210428,352820,0,Environmental
20210429,352820,0,Governance
20210504,352820,0,Governance
20210504,352820,0,Governance
20210504,352820,0,Governance
20210504,352820,0,Environmental
20210504,352820,0,Environmental
20210504,352820,0,Governance
20210504,352820,0,Environmental
20210504,352820,0,Governance
20210504,352820,0,Governance
20210504,352820,0,Environmental
20210504,352820,0,Governance
20210504,352820,0,Governance
20210504,352820,0,Governance
20210504,352820,0,Environmental
20210504,352820,0,Governance
20210504,352820,1,Governance
20210505,352820,0,Environmental
20210505,352820,0,Governance
20210505,352820,1,Environmental
20210505,352820,0,Governance
20210506,352820,-1,Environmental
20210506,352820,0,Environmental
20210513,352820,1,Governance
20210513,352820,1,Environmental
20210513,352820,1,Governance
20210514,352820,0,Governance
